,Original Y,Predicted Y
14415, >50K,0
14416, <=50K,1
14417, <=50K,0
14418, <=50K,1
14419, <=50K,1
14420, >50K,1
14421, <=50K,0
14422, <=50K,1
14423, <=50K,0
14424, <=50K,1
14425, <=50K,0
14426, <=50K,1
14427, >50K,1
14428, <=50K,0
14429, <=50K,0
14430, <=50K,0
14431, <=50K,1
14432, <=50K,1
14433, >50K,1
14434, <=50K,0
14435, <=50K,0
14436, <=50K,0
14437, <=50K,1
14438, >50K,1
14439, <=50K,1
14440, >50K,0
14441, <=50K,0
14442, <=50K,0
14443, <=50K,0
14444, <=50K,1
14445, <=50K,1
14446, >50K,0
14447, <=50K,0
14448, <=50K,0
14449, <=50K,1
14450, <=50K,0
14451, <=50K,0
14452, >50K,0
14453, <=50K,0
14454, <=50K,0
14455, <=50K,1
14456, <=50K,0
14457, <=50K,0
14458, <=50K,0
14459, <=50K,1
14460, <=50K,0
14461, <=50K,1
14462, <=50K,0
14463, <=50K,0
14464, >50K,0
14465, <=50K,1
14466, <=50K,0
14467, <=50K,0
14468, <=50K,1
14469, <=50K,0
14470, >50K,1
14471, >50K,0
14472, <=50K,0
14473, <=50K,0
14474, >50K,0
14475, <=50K,0
14476, >50K,0
14477, <=50K,0
14478, <=50K,0
14479, <=50K,0
14480, <=50K,0
14481, <=50K,0
14482, <=50K,0
14483, <=50K,0
14484, <=50K,0
14485, <=50K,1
14486, <=50K,1
14487, >50K,1
14488, <=50K,1
14489, <=50K,1
14490, <=50K,0
14491, >50K,0
14492, <=50K,0
14493, <=50K,0
14494, >50K,0
14495, <=50K,0
14496, <=50K,0
14497, <=50K,1
14498, <=50K,0
14499, <=50K,0
14500, <=50K,0
14501, <=50K,1
14502, <=50K,1
14503, <=50K,0
14504, <=50K,0
14505, <=50K,0
14506, <=50K,1
14507, <=50K,1
14508, <=50K,0
14509, <=50K,1
14510, <=50K,1
14511, >50K,0
14512, <=50K,0
14513, >50K,0
14514, <=50K,0
14515, <=50K,0
14516, <=50K,0
14517, <=50K,0
14518, >50K,0
14519, <=50K,0
14520, <=50K,0
14521, <=50K,0
14522, <=50K,0
14523, >50K,0
14524, <=50K,0
14525, <=50K,0
14526, >50K,0
14527, <=50K,0
14528, <=50K,0
14529, >50K,0
14530, <=50K,0
14531, <=50K,0
14532, <=50K,0
14533, >50K,1
14534, <=50K,1
14535, <=50K,0
14536, <=50K,0
14537, <=50K,0
14538, <=50K,1
14539, >50K,0
14540, <=50K,1
14541, <=50K,0
14542, <=50K,0
14543, <=50K,0
14544, <=50K,0
14545, <=50K,0
14546, >50K,0
14547, <=50K,0
14548, <=50K,0
14549, <=50K,0
14550, >50K,0
14551, <=50K,0
14552, <=50K,0
14553, <=50K,0
14554, >50K,0
14555, <=50K,1
14556, <=50K,1
14557, <=50K,1
14558, >50K,0
14559, <=50K,1
14560, >50K,0
14561, <=50K,0
14562, >50K,0
14563, <=50K,0
14564, <=50K,0
14565, <=50K,0
14566, <=50K,0
14567, <=50K,0
14568, <=50K,0
14569, <=50K,0
14570, >50K,0
14571, <=50K,0
14572, <=50K,1
14573, >50K,1
14574, <=50K,0
14575, <=50K,0
14576, <=50K,0
14577, <=50K,0
14578, <=50K,0
14579, >50K,0
14580, <=50K,0
14581, <=50K,0
14582, <=50K,0
14583, >50K,0
14584, >50K,0
14585, <=50K,0
14586, >50K,1
14587, <=50K,0
14588, <=50K,0
14589, <=50K,0
14590, <=50K,0
14591, <=50K,0
14592, <=50K,0
14593, <=50K,0
14594, >50K,1
14595, <=50K,0
14596, >50K,1
14597, >50K,0
14598, <=50K,0
14599, >50K,0
14600, <=50K,0
14601, >50K,0
14602, <=50K,0
14603, <=50K,0
14604, <=50K,0
14605, <=50K,0
14606, <=50K,0
14607, <=50K,1
14608, <=50K,0
14609, >50K,0
14610, <=50K,1
14611, <=50K,0
14612, <=50K,0
14613, <=50K,0
14614, <=50K,0
14615, <=50K,0
14616, <=50K,0
14617, >50K,0
14618, <=50K,0
14619, <=50K,0
14620, <=50K,0
14621, <=50K,0
14622, <=50K,0
14623, <=50K,1
14624, >50K,0
14625, <=50K,0
14626, >50K,0
14627, <=50K,1
14628, >50K,0
14629, >50K,0
14630, <=50K,0
14631, <=50K,1
14632, <=50K,1
14633, <=50K,1
14634, <=50K,1
14635, <=50K,1
14636, <=50K,1
14637, <=50K,0
14638, <=50K,0
14639, <=50K,0
14640, >50K,0
14641, <=50K,0
14642, <=50K,0
14643, <=50K,0
14644, >50K,0
14645, <=50K,1
14646, <=50K,1
14647, <=50K,0
14648, >50K,1
14649, <=50K,1
14650, >50K,0
14651, <=50K,0
14652, >50K,0
14653, <=50K,0
14654, <=50K,0
14655, >50K,0
14656, >50K,0
14657, <=50K,1
14658, >50K,0
14659, <=50K,0
14660, <=50K,0
14661, >50K,0
14662, <=50K,0
14663, <=50K,0
14664, <=50K,0
14665, >50K,0
14666, <=50K,1
14667, <=50K,0
14668, >50K,0
14669, <=50K,0
14670, <=50K,0
14671, >50K,0
14672, <=50K,0
14673, <=50K,1
14674, <=50K,1
14675, <=50K,0
14676, >50K,1
14677, <=50K,0
14678, <=50K,1
14679, <=50K,0
14680, <=50K,0
14681, <=50K,1
14682, <=50K,1
14683, <=50K,0
14684, >50K,1
14685, <=50K,0
14686, >50K,0
14687, >50K,0
14688, <=50K,1
14689, <=50K,1
14690, <=50K,1
14691, <=50K,1
14692, <=50K,0
14693, <=50K,0
14694, <=50K,0
14695, >50K,0
14696, <=50K,1
14697, <=50K,1
14698, <=50K,0
14699, >50K,0
14700, <=50K,0
14701, >50K,1
14702, >50K,0
14703, <=50K,0
14704, <=50K,0
14705, <=50K,1
14706, <=50K,0
14707, <=50K,0
14708, <=50K,0
14709, <=50K,1
14710, <=50K,0
14711, <=50K,0
14712, <=50K,0
14713, <=50K,1
14714, >50K,0
14715, >50K,0
14716, <=50K,1
14717, >50K,0
14718, <=50K,0
14719, <=50K,1
14720, <=50K,0
14721, <=50K,0
14722, <=50K,0
14723, <=50K,0
14724, <=50K,1
14725, >50K,1
14726, >50K,0
14727, <=50K,0
14728, >50K,1
14729, <=50K,0
14730, <=50K,1
14731, <=50K,1
14732, <=50K,0
14733, >50K,0
14734, <=50K,0
14735, <=50K,0
14736, >50K,0
14737, >50K,0
14738, >50K,0
14739, >50K,1
14740, <=50K,0
14741, >50K,0
14742, <=50K,0
14743, <=50K,1
14744, <=50K,0
14745, <=50K,1
14746, <=50K,0
14747, <=50K,0
14748, <=50K,0
14749, <=50K,0
14750, >50K,0
14751, <=50K,0
14752, <=50K,0
14753, <=50K,0
14754, <=50K,1
14755, <=50K,1
14756, <=50K,0
14757, >50K,0
14758, <=50K,1
14759, <=50K,0
14760, >50K,0
14761, >50K,1
14762, <=50K,0
14763, <=50K,0
14764, <=50K,0
14765, <=50K,0
14766, <=50K,0
14767, <=50K,0
14768, <=50K,0
14769, <=50K,0
14770, <=50K,0
14771, <=50K,0
14772, <=50K,1
14773, >50K,1
14774, >50K,0
14775, <=50K,1
14776, <=50K,0
14777, <=50K,1
14778, <=50K,0
14779, >50K,0
14780, <=50K,1
14781, >50K,0
14782, <=50K,0
14783, <=50K,0
14784, <=50K,0
14785, <=50K,0
14786, <=50K,0
14787, >50K,0
14788, <=50K,0
14789, <=50K,0
14790, <=50K,1
14791, >50K,0
14792, <=50K,0
14793, >50K,1
14794, <=50K,1
14795, >50K,0
14796, >50K,0
14797, <=50K,0
14798, <=50K,1
14799, <=50K,0
14800, <=50K,0
14801, <=50K,0
14802, >50K,0
14803, <=50K,1
14804, <=50K,1
14805, <=50K,0
14806, <=50K,1
14807, <=50K,0
14808, <=50K,1
14809, <=50K,0
14810, <=50K,0
14811, <=50K,0
14812, <=50K,0
14813, <=50K,0
14814, >50K,0
14815, >50K,0
14816, >50K,0
14817, <=50K,0
14818, >50K,0
14819, <=50K,1
14820, <=50K,1
14821, >50K,1
14822, >50K,0
14823, <=50K,1
14824, <=50K,0
14825, <=50K,0
14826, <=50K,1
14827, >50K,0
14828, <=50K,1
14829, <=50K,0
14830, >50K,1
14831, <=50K,1
14832, <=50K,1
14833, <=50K,0
14834, <=50K,1
14835, >50K,0
14836, >50K,1
14837, <=50K,0
14838, >50K,0
14839, >50K,1
14840, <=50K,1
14841, <=50K,1
14842, <=50K,0
14843, <=50K,0
14844, <=50K,0
14845, <=50K,0
14846, <=50K,0
14847, >50K,0
14848, <=50K,0
14849, <=50K,0
14850, <=50K,0
14851, <=50K,1
14852, <=50K,0
14853, <=50K,1
14854, <=50K,1
14855, >50K,0
14856, >50K,0
14857, <=50K,0
14858, <=50K,1
14859, <=50K,0
14860, <=50K,1
14861, >50K,0
14862, <=50K,0
14863, >50K,0
14864, >50K,0
14865, <=50K,0
14866, >50K,0
14867, >50K,0
14868, <=50K,0
14869, <=50K,0
14870, <=50K,0
14871, >50K,0
14872, <=50K,1
14873, <=50K,1
14874, >50K,0
14875, <=50K,1
14876, >50K,0
14877, <=50K,0
14878, <=50K,0
14879, <=50K,0
14880, <=50K,1
14881, <=50K,0
14882, >50K,0
14883, >50K,0
14884, <=50K,0
14885, <=50K,0
14886, <=50K,1
14887, <=50K,0
14888, >50K,0
14889, <=50K,1
14890, <=50K,0
14891, <=50K,0
14892, <=50K,1
14893, <=50K,1
14894, >50K,0
14895, <=50K,0
14896, <=50K,1
14897, >50K,0
14898, <=50K,0
14899, <=50K,0
14900, <=50K,0
14901, <=50K,0
14902, <=50K,0
14903, >50K,1
14904, <=50K,1
14905, <=50K,1
14906, <=50K,0
14907, <=50K,0
14908, <=50K,0
14909, <=50K,1
14910, <=50K,1
14911, <=50K,0
14912, <=50K,0
14913, <=50K,1
14914, <=50K,1
14915, <=50K,0
14916, >50K,1
14917, <=50K,0
14918, <=50K,0
14919, >50K,0
14920, <=50K,0
14921, <=50K,1
14922, >50K,0
14923, <=50K,0
14924, <=50K,0
14925, >50K,0
14926, <=50K,0
14927, <=50K,0
14928, <=50K,1
14929, >50K,1
14930, <=50K,0
14931, <=50K,0
14932, >50K,0
14933, <=50K,0
14934, <=50K,0
14935, <=50K,0
14936, <=50K,0
14937, <=50K,0
14938, >50K,1
14939, <=50K,1
14940, <=50K,1
14941, <=50K,0
14942, >50K,0
14943, <=50K,0
14944, <=50K,1
14945, <=50K,0
14946, <=50K,0
14947, <=50K,1
14948, >50K,1
14949, >50K,0
14950, >50K,0
14951, <=50K,1
14952, <=50K,0
14953, <=50K,0
14954, <=50K,1
14955, <=50K,1
14956, >50K,0
14957, <=50K,0
14958, >50K,0
14959, <=50K,0
14960, >50K,1
14961, <=50K,1
14962, >50K,0
14963, <=50K,0
14964, <=50K,1
14965, <=50K,1
14966, <=50K,0
14967, <=50K,0
14968, >50K,1
14969, <=50K,0
14970, <=50K,0
14971, <=50K,0
14972, <=50K,1
14973, <=50K,0
14974, <=50K,0
14975, <=50K,1
14976, <=50K,0
14977, >50K,0
14978, <=50K,0
14979, <=50K,0
14980, <=50K,0
14981, <=50K,0
14982, <=50K,0
14983, <=50K,0
14984, <=50K,0
14985, <=50K,0
14986, <=50K,0
14987, <=50K,1
14988, <=50K,0
14989, <=50K,1
14990, >50K,1
14991, >50K,1
14992, >50K,1
14993, >50K,1
14994, <=50K,0
14995, <=50K,0
14996, <=50K,1
14997, >50K,1
14998, <=50K,0
14999, >50K,0
15000, <=50K,0
15001, >50K,0
15002, <=50K,0
15003, <=50K,1
15004, >50K,0
15005, <=50K,0
15006, >50K,0
15007, <=50K,0
15008, <=50K,1
15009, <=50K,0
15010, <=50K,0
15011, <=50K,0
15012, <=50K,1
15013, <=50K,0
15014, <=50K,1
15015, >50K,0
15016, <=50K,1
15017, <=50K,0
15018, >50K,0
15019, <=50K,0
15020, <=50K,1
15021, <=50K,0
15022, <=50K,0
15023, <=50K,0
15024, <=50K,0
15025, <=50K,0
15026, <=50K,0
15027, <=50K,0
15028, <=50K,0
15029, <=50K,0
15030, <=50K,0
15031, <=50K,0
15032, >50K,0
15033, <=50K,0
15034, >50K,0
15035, >50K,1
15036, <=50K,0
15037, >50K,1
15038, <=50K,0
15039, <=50K,0
15040, <=50K,0
15041, <=50K,0
15042, <=50K,0
15043, <=50K,1
15044, <=50K,1
15045, <=50K,0
15046, <=50K,1
15047, <=50K,0
15048, <=50K,0
15049, <=50K,0
15050, <=50K,1
15051, <=50K,1
15052, <=50K,0
15053, <=50K,1
15054, <=50K,0
15055, <=50K,0
15056, >50K,1
15057, <=50K,1
15058, <=50K,0
15059, <=50K,1
15060, <=50K,0
15061, <=50K,1
15062, <=50K,0
15063, <=50K,0
15064, <=50K,0
15065, <=50K,0
15066, <=50K,0
15067, <=50K,0
15068, >50K,0
15069, <=50K,0
15070, >50K,0
15071, >50K,0
15072, <=50K,0
15073, <=50K,0
15074, >50K,0
15075, >50K,0
15076, <=50K,0
15077, >50K,0
15078, <=50K,0
15079, <=50K,0
15080, <=50K,0
15081, <=50K,1
15082, >50K,0
15083, <=50K,0
15084, <=50K,1
15085, >50K,0
15086, <=50K,0
15087, >50K,1
15088, <=50K,0
15089, >50K,1
15090, <=50K,1
15091, <=50K,0
15092, <=50K,1
15093, <=50K,0
15094, <=50K,0
15095, >50K,0
15096, <=50K,0
15097, <=50K,1
15098, <=50K,0
15099, <=50K,1
15100, >50K,1
15101, >50K,1
15102, <=50K,0
15103, <=50K,0
15104, >50K,0
15105, >50K,1
15106, <=50K,0
15107, <=50K,0
15108, >50K,0
15109, <=50K,0
15110, <=50K,0
15111, <=50K,0
15112, <=50K,0
15113, <=50K,0
15114, <=50K,0
15115, <=50K,1
15116, <=50K,0
15117, >50K,0
15118, <=50K,0
15119, >50K,0
15120, <=50K,1
15121, >50K,0
15122, <=50K,0
15123, <=50K,0
15124, <=50K,0
15125, >50K,1
15126, <=50K,1
15127, >50K,1
15128, <=50K,0
15129, <=50K,0
15130, <=50K,0
15131, <=50K,0
15132, >50K,0
15133, >50K,1
15134, <=50K,1
15135, <=50K,1
15136, <=50K,1
15137, <=50K,0
15138, <=50K,0
15139, <=50K,1
15140, <=50K,0
15141, >50K,0
15142, <=50K,0
15143, >50K,1
15144, <=50K,1
15145, <=50K,1
15146, >50K,0
15147, <=50K,1
15148, <=50K,0
15149, <=50K,0
15150, <=50K,0
15151, <=50K,0
15152, <=50K,0
15153, >50K,0
15154, <=50K,1
15155, <=50K,0
15156, <=50K,0
15157, <=50K,0
15158, <=50K,0
15159, <=50K,1
15160, >50K,0
15161, >50K,0
15162, <=50K,0
15163, <=50K,0
15164, <=50K,0
15165, >50K,0
15166, <=50K,0
15167, <=50K,0
15168, <=50K,0
15169, <=50K,1
15170, <=50K,0
15171, <=50K,0
15172, >50K,0
15173, <=50K,0
15174, <=50K,0
15175, <=50K,0
15176, <=50K,1
15177, <=50K,0
15178, <=50K,1
15179, <=50K,0
15180, <=50K,1
15181, <=50K,0
15182, <=50K,0
15183, <=50K,0
15184, <=50K,1
15185, <=50K,0
15186, >50K,0
15187, >50K,0
15188, >50K,0
15189, <=50K,0
15190, <=50K,0
15191, >50K,0
15192, <=50K,0
15193, <=50K,0
15194, <=50K,0
15195, <=50K,0
15196, <=50K,0
15197, <=50K,0
15198, <=50K,0
15199, >50K,0
15200, <=50K,0
15201, <=50K,1
15202, <=50K,0
15203, <=50K,0
15204, >50K,1
15205, <=50K,0
15206, <=50K,0
15207, <=50K,1
15208, <=50K,0
15209, <=50K,1
15210, <=50K,0
15211, >50K,0
15212, <=50K,1
15213, <=50K,1
15214, <=50K,0
15215, <=50K,0
15216, <=50K,1
15217, <=50K,0
15218, <=50K,0
15219, <=50K,0
15220, <=50K,0
15221, <=50K,1
15222, <=50K,0
15223, <=50K,1
15224, <=50K,1
15225, >50K,0
15226, <=50K,0
15227, <=50K,1
15228, <=50K,0
15229, >50K,0
15230, >50K,0
15231, <=50K,0
15232, >50K,0
15233, <=50K,0
15234, <=50K,0
15235, <=50K,0
15236, <=50K,0
15237, <=50K,0
15238, <=50K,1
15239, >50K,0
15240, <=50K,1
15241, <=50K,0
15242, >50K,0
15243, <=50K,0
15244, >50K,0
15245, <=50K,1
15246, <=50K,0
15247, <=50K,0
15248, >50K,0
15249, <=50K,1
15250, >50K,1
15251, <=50K,0
15252, <=50K,0
15253, >50K,1
15254, <=50K,1
15255, <=50K,1
15256, <=50K,0
15257, >50K,1
15258, <=50K,0
15259, >50K,0
15260, <=50K,0
15261, >50K,1
15262, <=50K,0
15263, <=50K,0
15264, <=50K,0
15265, <=50K,0
15266, <=50K,0
15267, <=50K,0
15268, <=50K,1
15269, <=50K,0
15270, <=50K,0
15271, >50K,0
15272, <=50K,1
15273, <=50K,1
15274, <=50K,0
15275, >50K,0
15276, <=50K,0
15277, <=50K,0
15278, >50K,0
15279, >50K,1
15280, <=50K,0
15281, <=50K,0
15282, <=50K,0
15283, <=50K,0
15284, >50K,0
15285, <=50K,1
15286, <=50K,0
15287, <=50K,0
15288, <=50K,1
15289, <=50K,0
15290, >50K,0
15291, <=50K,1
15292, <=50K,1
15293, <=50K,1
15294, <=50K,0
15295, <=50K,0
15296, >50K,1
15297, <=50K,0
15298, <=50K,0
15299, <=50K,0
15300, <=50K,0
15301, <=50K,0
15302, <=50K,0
15303, <=50K,0
15304, <=50K,0
15305, <=50K,0
15306, <=50K,0
15307, <=50K,1
15308, <=50K,0
15309, <=50K,0
15310, <=50K,0
15311, >50K,1
15312, <=50K,0
15313, <=50K,0
15314, <=50K,0
15315, >50K,0
15316, <=50K,1
15317, <=50K,0
15318, >50K,0
15319, <=50K,0
15320, >50K,0
15321, <=50K,0
15322, <=50K,1
15323, <=50K,0
15324, <=50K,0
15325, <=50K,0
15326, <=50K,0
15327, <=50K,0
15328, <=50K,0
15329, <=50K,0
15330, <=50K,0
15331, >50K,0
15332, <=50K,0
15333, <=50K,0
15334, >50K,0
15335, >50K,0
15336, <=50K,1
15337, <=50K,0
15338, <=50K,0
15339, <=50K,0
15340, <=50K,1
15341, >50K,0
15342, <=50K,1
15343, >50K,0
15344, <=50K,1
15345, >50K,0
15346, <=50K,0
15347, >50K,1
15348, <=50K,0
15349, >50K,1
15350, <=50K,1
15351, <=50K,0
15352, >50K,0
15353, <=50K,1
15354, <=50K,1
15355, <=50K,0
15356, <=50K,0
15357, <=50K,0
15358, <=50K,1
15359, <=50K,1
15360, <=50K,1
15361, <=50K,0
15362, <=50K,0
15363, <=50K,0
15364, <=50K,0
15365, >50K,0
15366, <=50K,1
15367, <=50K,0
15368, <=50K,1
15369, >50K,0
15370, >50K,0
15371, <=50K,0
15372, <=50K,0
15373, <=50K,0
15374, <=50K,0
15375, >50K,0
15376, <=50K,0
15377, <=50K,0
15378, <=50K,0
15379, <=50K,0
15380, <=50K,0
15381, >50K,0
15382, >50K,0
15383, <=50K,0
15384, >50K,1
15385, <=50K,0
15386, <=50K,0
15387, >50K,0
15388, >50K,0
15389, <=50K,0
15390, >50K,0
15391, <=50K,1
15392, <=50K,0
15393, <=50K,0
15394, >50K,0
15395, <=50K,1
15396, <=50K,0
15397, <=50K,1
15398, <=50K,0
15399, <=50K,0
15400, <=50K,0
15401, <=50K,0
15402, <=50K,0
15403, <=50K,0
15404, <=50K,1
15405, <=50K,0
15406, <=50K,0
15407, <=50K,1
15408, >50K,1
15409, >50K,0
15410, <=50K,1
15411, >50K,1
15412, <=50K,1
15413, <=50K,0
15414, <=50K,0
15415, >50K,1
15416, <=50K,0
15417, <=50K,0
15418, >50K,0
15419, <=50K,0
15420, >50K,0
15421, <=50K,0
15422, <=50K,1
15423, <=50K,0
15424, <=50K,1
15425, >50K,0
15426, <=50K,1
15427, <=50K,0
15428, <=50K,1
15429, <=50K,0
15430, <=50K,0
15431, >50K,1
15432, <=50K,0
15433, <=50K,0
15434, <=50K,1
15435, >50K,0
15436, >50K,0
15437, <=50K,0
15438, <=50K,0
15439, <=50K,0
15440, <=50K,1
15441, <=50K,1
15442, <=50K,1
15443, <=50K,0
15444, <=50K,0
15445, <=50K,1
15446, <=50K,0
15447, >50K,0
15448, <=50K,1
15449, <=50K,0
15450, >50K,1
15451, <=50K,0
15452, <=50K,0
15453, >50K,0
15454, <=50K,0
15455, >50K,0
15456, <=50K,0
15457, <=50K,0
15458, <=50K,1
15459, <=50K,0
15460, >50K,1
15461, <=50K,0
15462, >50K,0
15463, <=50K,1
15464, <=50K,1
15465, <=50K,0
15466, >50K,0
15467, >50K,0
15468, <=50K,0
15469, <=50K,0
15470, >50K,0
15471, <=50K,1
15472, <=50K,0
15473, <=50K,0
15474, <=50K,1
15475, >50K,1
15476, <=50K,1
15477, >50K,0
15478, <=50K,0
15479, <=50K,0
15480, <=50K,0
15481, >50K,1
15482, <=50K,0
15483, <=50K,1
15484, <=50K,1
15485, <=50K,0
15486, <=50K,0
15487, >50K,0
15488, <=50K,0
15489, >50K,0
15490, <=50K,1
15491, <=50K,0
15492, <=50K,0
15493, <=50K,0
15494, >50K,0
15495, >50K,0
15496, >50K,0
15497, >50K,1
15498, <=50K,0
15499, <=50K,0
15500, <=50K,0
15501, <=50K,1
15502, <=50K,0
15503, <=50K,0
15504, <=50K,1
15505, <=50K,0
15506, <=50K,1
15507, >50K,1
15508, >50K,0
15509, <=50K,1
15510, <=50K,0
15511, <=50K,1
15512, <=50K,1
15513, >50K,1
15514, <=50K,0
15515, >50K,0
15516, <=50K,0
15517, >50K,0
15518, <=50K,0
15519, <=50K,1
15520, <=50K,0
15521, <=50K,1
15522, <=50K,1
15523, <=50K,0
15524, >50K,0
15525, <=50K,0
15526, <=50K,0
15527, <=50K,0
15528, >50K,0
15529, <=50K,1
15530, <=50K,0
15531, <=50K,1
15532, <=50K,1
15533, <=50K,0
15534, <=50K,0
15535, <=50K,0
15536, <=50K,0
15537, <=50K,0
15538, >50K,0
15539, <=50K,0
15540, <=50K,0
15541, <=50K,1
15542, <=50K,0
15543, >50K,0
15544, <=50K,0
15545, <=50K,1
15546, >50K,1
15547, <=50K,1
15548, <=50K,0
15549, <=50K,0
15550, <=50K,0
15551, >50K,1
15552, <=50K,0
15553, >50K,0
15554, <=50K,1
15555, >50K,0
15556, >50K,0
15557, <=50K,1
15558, >50K,0
15559, <=50K,0
15560, <=50K,1
15561, >50K,0
15562, >50K,1
15563, <=50K,0
15564, <=50K,0
15565, >50K,0
15566, <=50K,0
15567, >50K,0
15568, <=50K,0
15569, <=50K,1
15570, <=50K,0
15571, <=50K,0
15572, <=50K,0
15573, <=50K,0
15574, <=50K,0
15575, <=50K,0
15576, >50K,1
15577, >50K,0
15578, <=50K,0
15579, >50K,0
15580, <=50K,0
15581, >50K,0
15582, <=50K,0
15583, <=50K,1
15584, <=50K,0
15585, <=50K,1
15586, >50K,0
15587, <=50K,0
15588, <=50K,0
15589, <=50K,1
15590, >50K,0
15591, >50K,0
15592, >50K,0
15593, <=50K,0
15594, <=50K,0
15595, >50K,1
15596, <=50K,0
15597, <=50K,1
15598, <=50K,0
15599, <=50K,0
15600, <=50K,0
15601, >50K,0
15602, <=50K,0
15603, <=50K,0
15604, >50K,0
15605, <=50K,0
15606, <=50K,1
15607, <=50K,0
15608, >50K,0
15609, <=50K,0
15610, <=50K,0
15611, <=50K,1
15612, >50K,1
15613, <=50K,0
15614, <=50K,0
15615, <=50K,0
15616, <=50K,1
15617, <=50K,0
15618, >50K,1
15619, >50K,0
15620, <=50K,0
15621, >50K,0
15622, <=50K,0
15623, <=50K,0
15624, <=50K,0
15625, <=50K,0
15626, <=50K,0
15627, >50K,0
15628, <=50K,1
15629, >50K,0
15630, >50K,0
15631, >50K,0
15632, >50K,0
15633, >50K,0
15634, <=50K,0
15635, <=50K,0
15636, >50K,0
15637, <=50K,0
15638, <=50K,0
15639, <=50K,1
15640, <=50K,0
15641, <=50K,0
15642, >50K,0
15643, <=50K,0
15644, >50K,1
15645, <=50K,0
15646, <=50K,0
15647, >50K,0
15648, <=50K,0
15649, <=50K,0
15650, <=50K,0
15651, >50K,0
15652, <=50K,0
15653, <=50K,0
15654, >50K,0
15655, <=50K,0
15656, <=50K,0
15657, <=50K,0
15658, <=50K,0
15659, <=50K,0
15660, >50K,1
15661, <=50K,0
15662, <=50K,0
15663, <=50K,0
15664, >50K,0
15665, <=50K,0
15666, >50K,0
15667, <=50K,0
15668, >50K,1
15669, >50K,1
15670, >50K,0
15671, <=50K,0
15672, <=50K,0
15673, <=50K,1
15674, <=50K,0
15675, <=50K,0
15676, <=50K,1
15677, <=50K,0
15678, <=50K,0
15679, >50K,0
15680, <=50K,0
15681, <=50K,0
15682, <=50K,0
15683, <=50K,0
15684, <=50K,0
15685, <=50K,0
15686, <=50K,0
15687, <=50K,1
15688, <=50K,1
15689, >50K,0
15690, <=50K,0
15691, >50K,0
15692, >50K,0
15693, <=50K,0
15694, <=50K,0
15695, <=50K,1
15696, <=50K,0
15697, <=50K,0
15698, <=50K,0
15699, <=50K,0
15700, <=50K,1
15701, <=50K,0
15702, <=50K,0
15703, <=50K,1
15704, <=50K,1
15705, <=50K,0
15706, <=50K,0
15707, <=50K,0
15708, >50K,0
15709, <=50K,0
15710, >50K,1
15711, <=50K,0
15712, >50K,0
15713, <=50K,1
15714, <=50K,0
15715, <=50K,1
15716, <=50K,0
15717, <=50K,1
15718, >50K,0
15719, <=50K,1
15720, <=50K,0
15721, <=50K,0
15722, <=50K,1
15723, <=50K,0
15724, <=50K,0
15725, <=50K,0
15726, >50K,0
15727, >50K,0
15728, <=50K,1
15729, <=50K,0
15730, <=50K,0
15731, >50K,0
15732, <=50K,0
15733, <=50K,0
15734, <=50K,0
15735, <=50K,1
15736, <=50K,1
15737, >50K,0
15738, >50K,0
15739, <=50K,0
15740, <=50K,0
15741, >50K,1
15742, <=50K,0
15743, <=50K,0
15744, >50K,1
15745, >50K,0
15746, >50K,0
15747, <=50K,0
15748, <=50K,1
15749, >50K,0
15750, <=50K,0
15751, <=50K,0
15752, <=50K,0
15753, <=50K,0
15754, >50K,1
15755, <=50K,0
15756, <=50K,0
15757, >50K,0
15758, <=50K,0
15759, <=50K,1
15760, >50K,0
15761, <=50K,0
15762, >50K,0
15763, <=50K,1
15764, <=50K,0
15765, <=50K,0
15766, <=50K,0
15767, >50K,0
15768, >50K,0
15769, <=50K,0
15770, <=50K,0
15771, <=50K,0
15772, <=50K,1
15773, <=50K,0
15774, >50K,0
15775, >50K,0
15776, <=50K,0
15777, >50K,0
15778, <=50K,0
15779, <=50K,1
15780, <=50K,1
15781, <=50K,0
15782, <=50K,0
15783, >50K,0
15784, <=50K,0
15785, >50K,1
15786, <=50K,0
15787, >50K,0
15788, <=50K,0
15789, <=50K,1
15790, <=50K,1
15791, <=50K,1
15792, <=50K,0
15793, <=50K,0
15794, <=50K,0
15795, <=50K,0
15796, <=50K,0
15797, <=50K,0
15798, <=50K,0
15799, <=50K,1
15800, <=50K,0
15801, <=50K,1
15802, <=50K,1
15803, <=50K,0
15804, >50K,0
15805, <=50K,0
15806, >50K,0
15807, <=50K,0
15808, <=50K,0
15809, >50K,0
15810, <=50K,1
15811, <=50K,0
15812, >50K,1
15813, >50K,0
15814, <=50K,0
15815, <=50K,1
15816, <=50K,0
15817, >50K,1
15818, <=50K,1
15819, <=50K,1
15820, <=50K,0
15821, <=50K,0
15822, <=50K,0
15823, <=50K,1
15824, <=50K,0
15825, <=50K,0
15826, <=50K,0
15827, <=50K,0
15828, <=50K,0
15829, >50K,0
15830, >50K,1
15831, >50K,1
15832, >50K,0
15833, <=50K,1
15834, <=50K,1
15835, <=50K,0
15836, <=50K,0
15837, <=50K,1
15838, <=50K,0
15839, >50K,0
15840, <=50K,0
15841, <=50K,0
15842, <=50K,1
15843, <=50K,1
15844, <=50K,0
15845, <=50K,0
15846, <=50K,1
15847, >50K,0
15848, <=50K,0
